datetime,city,state,country,shape,durationMinutes,comments,,
6/1/2010,sunrise beach,mo,us,changing,1 hour,I saw a very bright object in the western sky that appeared to have segmented lights.,,
6/1/2010,miami,fl,us,circle,5 minutes,Weird round object hovers over Miami skies before it&#39s gone&#33,,
6/1/2010,chesterfield,va,us,unknown,2hrs,four objects passing over chesterfield,,
6/1/2010,waynesville,mo,us,triangle,10 seconds,Approx 10-12 orange lights in a V-formation or triangle shape,,
6/1/2010,bolivar,mo,us,formation,8 seconds,June 01&#44 2010 V-shaped cluster,,
6/1/2010,bradenton,fl,us,changing,5-10 seconds,2 fast-moving lights which spun around each other&#44 then separated and rejoined,,
6/1/2010,stafford springs,ct,us,triangle,3 min,Triangle Ship Teleports,,
6/2/2010,garden city,ny,us,cigar,15 min,This report is in response to one seen on 6/1 or 6/2 from a LIRR train on the Queens/Nassau border.I saw something in the western s,,
6/2/2010,federal way,wa,us,disk,unknown,I was giving my son&#4418&#44 a ride in my new truck. We were headed toward the Puget Sound on the one way road at Redondo when I noticed a b,,
6/2/2010,peoria,az,us,egg,15 seconds,Silver&#44 solid&#44 egg shaped object heading NW.,,
6/2/2010,hollywood,ca,us,oval,a few seconds,deep black oval object flying smooth over Hollywood/Los Angeles.,,
6/2/2010,tempe,az,us,disk,5 minutes,Saucer shape&#44 flying over Tempe&#44 6-7 white lights making a pattern as flew south. June 2&#44 2010 at apx&#44 9:10pm.,,
6/2/2010,jersey city,nj,us,light,1 minute,I saw an erratic flying object with a red blinking light. It was traveling west to east in the northern sky. It flew straight for a sho,,
6/2/2010,happy valley,ca,us,other,5-10 minutes,I was driving down Happy Valley rd.  Saw what I thought was a deer&#44 no then is it a dog&#44 no.,,
6/2/2010,siesta key,fl,us,sphere,2 to 3 min,orange color&#44  appeared about the sizeof a tennis ball&#44 moved vertically until barely visible&#44 then moved at a high speed westward,,
6/2/2010,modesto,ca,us,unknown,2 sec,green light over modesto,,
6/3/2010,jacksonville,nc,us,triangle,5 minutes,Triangle UFO chased by osprees,,
6/3/2010,newport,ri,us,disk,unknown,UFO photo sighting,,
6/3/2010,south shore,ky,us,unknown,45 seconds,Two lights moving at a pace that had to be other than a ballon without sound.,,
6/3/2010,o&#39fallon,mo,us,fireball,5 min,Light&#39s in the sky over O&#39 Fallon Missouri,,
6/3/2010,fort collins,co,us,circle,3 seconds,Green circle low in the sky in Fort Collins,,
6/3/2010,ottawa (canada),on,ca,other,23000hrs,((HOAX??))  I was out in a field near mil&#44 base heard a sounds &amp; it sounded like a motor starting up.,,
6/4/2010,easton,md,us,teardrop,10 min,Discolored grass after thought to be Alien encounter.  ((NUFORC Note:  We cannot certify that this is a serious report.  PD)),,
6/4/2010,wellington,fl,us,disk,20 sec,Dark&#44 extremely low and slow-flying&#44 thick&#44 disc-shaped UFO appeared over rooftop of neighbor&#39s house.,,
6/4/2010,bowling green,oh,us,circle,two hours,Two hour period of anomalies (crafts) in which at least 1500 passed from the easter horizon toe the west.,,
6/4/2010,el paso,tx,us,fireball,10 seconds,Yellow/orange light floating back and forth in el paso&#39s westside,,
6/4/2010,bismarck,nd,us,light,30 min,green spotlight and 3 lights,,
6/5/2010,topeka,ks,us,rectangle,35-45 seconds,Two orange objects&#44 side by side moving south over Topeka&#44 Ks,,
6/5/2010,wilmore,ky,us,light,2 seconds,Bright white light flying over wilmore Kentucky,,
6/5/2010,louisville,ky,us,light,5 seconds,Neon green burning light,,
6/5/2010,lowell,ar,us,other,15 minutes,v shaped light in eastern sky over Lowell&#44 AR.,,
6/5/2010,chicago,il,us,light,1-2 minutes,Amber/orange unknown light,,
6/5/2010,scottsdale,az,us,circle,15 minutes,100&#39s of star like objects move in a synchronized way across a night sky and slowly disappear&#44 Arizona.,,
6/5/2010,sacramento,ca,us,light,20 seconds,A light that&#44 at first&#44 appeared to be a star&#44 suddenly flashed several colors and  flew away from the Earth until it disappeared.,,
6/6/2010,emlenton,pa,us,sphere,45 min,orange orb in sky moved through sky stopped directly above and shot into space,,
6/6/2010,new york city (brooklyn),ny,us,sphere,1 hour,Star like object and reddish sphere sighting.  ((NUFORC Note:  Venus??  PD)),,
6/6/2010,gillette,wy,us,light,3:15,Multiple white soaring lights in one section of sky.,,
6/6/2010,milford,mi,us,unknown,30 sec,Milford light with at least 4 60 degree angles in a 60 degree sighting in less than 1 minute,,
6/6/2010,lake elsinore,ca,us,changing,30 to 40 minutes,These oval and flat objects moved in an incredibly fast and were a transparent and metallic in color disappearing and reappearing.,,
6/6/2010,lake elsinore,ca,us,oval,45 min,Two clusters of oval&#44 metallic-sided objects were seen flying high above Lake Elsinore. ((NUFORC Note:  Wife&#39s report.  PD)),,
6/6/2010,aurora,il,us,sphere,5-8 min,Black / opaque/ silent sphere transversing the evening sky,,
6/6/2010,montclair,ca,us,teardrop,2 seconds,I saw an object come out of some sort of light speed and dissapear in montclair CA.,,
6/6/2010,santa anna,tx,us,light,i hour,Santa Anna Tx has more UFOs than a person can count. Almost Daily we see them.,,
6/6/2010,dawson springs,ky,us,triangle,40 sec,we were looking northwest and a triangular form was moving in a circle slowly &#44 there was only 3 lights and 2 of the lights disappeared,,
6/6/2010,merced,ca,us,triangle,west to east,I was sitting dowm in my chair I was facing northwest&#44 At 22:00 hours I notice Flying object&#44 It was triangle shape&#44 it was traving fro,,
6/6/2010,rockford,il,us,light,30+ min.,Hovering white light that dims then regains full white light while dropping in altitude slowly and then stopping to hover.,,
6/6/2010,wilkes-barre,pa,us,sphere,30 seconds,Large&#44 very slow-moving white/yellow sphere.,,
6/7/2010,moberly,mo,us,changing,25 min.,I have noticed a very bright twinkling light several nites in a row and it will appear in the west sky ((NUFORC Note:  Venus.  PD)),,
6/7/2010,oak lawn,il,us,light,1 minute,Oak Lawn Lights Crash HD 3D Effect,,
6/7/2010,banning,ca,us,light,:30sec,strange light moving back and forth until it disapper; lasted for 30 seconds.,,
6/7/2010,san diego,ca,us,triangle,15 seconds,floating tranparent wing in the sky over san diego,,
6/7/2010,lancaster,nh,us,light,8 mins,2 yellow lights over Lancaster&#44 NH.,,
6/7/2010,wareham,ma,us,light,30 seconds,Bright star like object&#44 then dimmed rather quickly but moved slowly.  ((NUFORC Note:  Possible sighting of Iridium satellite?  PD)),,
6/7/2010,stratford (canada),on,ca,fireball,3 or 4 seconds,Red fireball that flew over the entire night sky- In a matter of 4 seconds.,,
6/7/2010,minersville,pa,us,light,about 7 min,The UFO was glowing white&#44red&#44and green and had others next to it&#44 also moved upwards and had airplanes next to it.,,
6/8/2010,independence,oh,us,changing,five minutes,The object changed shape and moved slowly and eratically,,
6/8/2010,merritt island,fl,us,light,10-15min,low flying bright light above home star shaped light fast horizontal movement in night sky,,
6/8/2010,tucson,az,us,formation,5 min,5 stationary blinking lights in a diagonal line&#44 NW Tucson,,
6/9/2010,visalia,ca,us,light,2 minutes,3 small white lights in the shape of a triangle&#44 one object only,,
6/9/2010,estero,fl,us,light,6 seconds,There was no noise&#44 flames or tails like a shooting star.,,
6/9/2010,st. simons island,ga,us,other,5-10 minutes,I saw a series of bright flashing lights hovering in one place over the trees on the horizon.,,
6/9/2010,grand prairie,tx,us,other,3 seconds,Three white lights appeared in the sky&#44 made a J pattern&#44 and then disappeared.,,
6/9/2010,ruskin,fl,us,triangle,10 minutes,White&#44 red&#44 blue lights. Six lights total. Very silent&#44 until it started moving.  Made loud humming sound.,,
6/10/2010,oak lawn,il,us,circle,1/2 hr.,Fleets of UFO&#39s 8-15 over Oak Lawn,,
6/10/2010,evansville,in,us,circle,5 minutes,Extremely bright orange ring with yellow&#44 fiery center seen over Southern Indiana,,
6/10/2010,brookston,in,us,oval,2 minutes,Fast moving metallic oval object over Brookston&#44 IN,,
6/10/2010,pico rivera,ca,us,triangle,3 minutes,Lights in sky morphing into a dark triangle which hovered and the then flew off,,
6/10/2010,cleveland,ut,us,unknown,60 seconds,It looks like a static electric engine very quite and I believe it is large and had to be flown by someone.,,
6/10/2010,fort collins,co,us,light,10 minutes,Bright Light over Mountains,,
6/10/2010,delta,co,us,oval,3 days,Light in the sky that can stop moving&#44 move in any direction&#44 and has a ditinct light cycle.,,
6/11/2010,zionsville,in,us,disk,0:02:00,UFO takes off and flies away in rural indiana near crash site.,,
6/11/2010,st. petersburg,fl,us,light,apprx. 5-10 min,Starnge light appears in Tampa Bay for 5-10 minutes then disappears.  ((NUFORC Note:  Twinkling star&#44 or Venus??  PD)),,
6/11/2010,youngstown,oh,us,triangle,about 1 minute,3 orange lights making triangle.,,
6/11/2010,bettendorf,ia,us,triangle,1:30,three points of white light (triangle shape)&#44 no sound and very low directly above my house moving at maybe 70-80 knots,,
6/11/2010,grandville,mi,us,unknown,3 min,Flame object&#44 moving low and fast,,
6/11/2010,omaha,ne,us,light,15-20sec,bright light moving fast and just dissappeared,,
6/11/2010,six mile,sc,us,light,20 seconds,My wife and I independently and in two locations saw similar unexplained lights at about the same time,,
6/12/2010,rochester,ny,us,triangle,20 mins,red white and blue lights forming a triangle,,
6/12/2010,taneytown,md,us,circle,seconds,green glowing circle shooting across sky and nightly white light,,
6/12/2010,kent,oh,us,circle,5 min,fire like object that moved as it was stopping and going,,
6/12/2010,sammamish,wa,us,sphere,4-5 minutes,a dozen+ small&#44 bright&#44 white roundish objects hovered for 1-2 min and then rose up into the atmosphere,,
6/12/2010,wenatchee,wa,us,light,4:30,Wenatchee&#44 WA&#44 June 12&#44 2010&#44 3:30 white lights hovering in sky&#44 total of 6.,,
6/12/2010,san jacinto,ca,us,light,30 seconds,Hovering bright object vanishes petruding flashing light over san jacinto mountains,,
6/12/2010,indio,ca,us,flash,5 mins,RED AND BLUE LIGHT THAT FLEW ERRATICALLY LIKE AN INSECT AT SPEEDS 3X OF A PLANE&#33,,
6/12/2010,manson,wa,us,unknown,one hour,Bright light over the horizon dropped and then disapeared.  ((NUFORC Note:  Venus??  PD)),,
6/13/2010,phoenix,az,us,oval,15 minutes,Oval shaped UFO near I-10 and SR-85,,
6/13/2010,lexington,tx,us,triangle,20 minutes,Triangular craft observed in South Central Texas,,
6/13/2010,gloucester (canada),on,ca,light,10 minutes,Two UFO&#39s sighted with their lights above Ottawa.,,
6/13/2010,jacksonville,fl,us,diamond,still going on,It is diamond in shape with 12 or more bright lights on the bottom of the object.,,
6/13/2010,hesperia,ca,us,light,7 seconds,Very bright object in front of big dipper; disappeared to nothing on 6/13/10 at 22:24 hours.  ((NUFORC Note:  Iridium satellite? PD)),,
6/13/2010,livonia,mi,us,changing,5 minutes,6 bright red lights ascend in a line and form triangle&#44 disappear and return.,,
6/13/2010,clermont,ga,us,other,10 minutes,dragonfly shaped light,,
6/13/2010,westland,mi,us,circle,>5 minutes,3 large orange balls of light in motion formed a triangle then disappeared in the distance.,,
6/14/2010,irvine,ca,us,circle,current,circular distorted shape   please look&#33,,
6/14/2010,burbank,ca,us,circle,10 minues,A metallic object is seen hovering really high above N Glenoaks blvd and Birmingham Rd around 6:10pm in bright daylight in burbank,,
6/14/2010,huntington beach,ca,us,other,10 seconds,Low flying UFO with a single red and green light slight white glow around it over pacific coast highway in Huntington Beach CALI,,
6/14/2010,cleveland,ut,us,unknown,28 secs.,You can see the engines or where you would think engines would be clearly lite up on the underside.,,
6/14/2010,hewitt,nj,us,light,30 seconds,White spec of light high up in sky that brightly flashes &amp; disappears,,
6/14/2010,monroe,ny,us,unknown,30 seconds,Flash of white light and object gone. Monroe&#44 NY,,
6/14/2010,salt lake city,ut,us,light,10 seconds,Bright light over Western Salt Lake moves across the sky then vertically and disappears.,,
6/14/2010,lafayette,in,us,fireball,3+ minutes,Fireball seen low then disappears high.,,
6/15/2010,spring hill,fl,us,changing,1 hr,2 large objects seen in hernando: with smaller lighted objects coming from them,,
6/15/2010,bel air,md,us,oval,1 min,Oval shaped object in sky over Bel Air&#44 Maryland,,
6/15/2010,brainerd,mn,us,unknown,5-6 seconds,First we seen this weird light shoot across the sky. Light orange in color. On highway 2 in pine center MN  but im not exactly sure if.,,
6/15/2010,mount vernon,wa,us,light,2-3 hours,Bright lights with flashes&#44 changing direction&#44 color and speed over a very large area of the sky.,,
6/15/2010,burlington (canada),on,ca,light,2-5 minutes,glowing green light resembling a ruler&#44 moving slowly with no up or down motion,,
6/15/2010,bellevue,wa,us,cigar,a few minutes,On June 15th at approx. 10AM in the morning I saw (from my balcony in the Cougar Mountain Park area of Bellevue) what looked like a mis,,
6/15/2010,woodlawn,va,us,triangle,20 seconds,Triangle of 3 white lights over Woodlawn&#44 VA,,
6/15/2010,northport,wa,us,formation,3 minutes,Several small objects in formation (not consistantly) with mil. jet at around 20-30k feet. ((NUFORC Note:  Refueling formation?  PD)),,
6/15/2010,placentia,ca,us,teardrop,4 seconds,Very dim falling star with amber light flying horizontal at about 600mph in LAX landing path with no trail.,,
6/15/2010,knoxville,tn,us,triangle,a few minutes,Unusual diamond light pattern on a triangular object flying silent in Knoxville&#44 TN.,,
6/15/2010,saraland,al,us,light,1-2 minutes,3 lights of different color playing chase over south Alabama,,
6/16/2010,williamsville,mo,us,sphere,15 seconds,Amber orb floats quickly across the sky,,
6/16/2010,los banos,ca,us,other,5 minutes,Large orange and yellow dome in Los Banos California.,,
6/16/2010,chicago,il,us,oval,2 minutes,Black object floating around airplane.,,
6/16/2010,lexington,sc,us,cigar,30 sec,Black cigar shaped object hovering after storm over Red Bank in Lexington South Carolina,,
6/16/2010,hayward,wi,us,formation,2 min,Amber Lights in Northern Wisconsin,,
6/16/2010,durham,nh,us,other,10 minutes,((HOAX??))  Large ship seen over Durham&#44 New Hampshire,,
6/16/2010,butler,pa,us,sphere,5 minutes,Orb and 6 Jet Fighters Spotted,,
6/17/2010,los montoyas,nm,us,disk,20 seconds..,10-15 miles S.E. of Las Vegas&#44 New Mexico.  Silver disc or round&#44,,
6/17/2010,perry,ia,us,cylinder,15 - 20 min,36 bright objects flying across the sky in a short amount of time,,
6/17/2010,winfield,ks,us,other,5 min,Satellite sighting&#44 NOT ISS&#44 Winfield&#44 KS 06/16 20:30 PM due overhead east to west.,,
6/17/2010,seattle,wa,us,sphere,5 minutes,Observed motionless black sphere in sky.,,
6/17/2010,dublin,oh,us,cigar,one to two minutes,Appearing in the west moving east a cigar shaped object reddish orange in color moving  fast  followed by what appeared to be a F 16,,
6/17/2010,halethorpe,md,us,light,2 hours,brilliant green lights in the sky from east coast. ((NUFORC Note:  Possible sighting of Venus&#44 which currently is in the WNW sky. PD) ),,
6/17/2010,elburn,il,us,fireball,1 minute,A large&#44 amber glowing circular flying object was spotted&#44 staying stationary for 40 secs before shifting to the left and disappearing,,
6/17/2010,riverside,ca,us,light,2 min approx,Light blue object&#44 suddely turns brilliant white&#44 leaves trail and wake,,
6/17/2010,orangeville (ontario) (canada),on,ca,light,one hour,Noticed light north west of Orangeville Onario Canada five nights in a row.  ((NUFORC Note:  Probably Venus.  PD)),,
6/18/2010,stockton,ca,us,flash,5 sec,Light streak then flashing blue light getting dimmer and dimmer each time,,
6/18/2010,sherman,tx,us,circle,2 minutes,weird big balloons trailing large airplanes,,
6/18/2010,gratis,oh,us,other,about 10 minutes,Video shot in Gratis&#44 Ohio,,
6/18/2010,centreville,va,us,sphere,1 minute,Three Silver Metallic Spheres. Two Hovering by the Sun and One Flying North East. Report Includes Two Sightings by Others On Same Day.,,
6/18/2010,pittsfield,ma,us,light,3 min,I saw a light in the sky that I could not identify.,,
6/18/2010,south portland,me,us,light,15 seconds,bright white light darts horizon to horizon in 15 seconds,,
6/18/2010,gainesville,tx,us,light,1 hr,I have been seeing this light north west of gainesville tx its is bright and seems to hover .  ((NUFORC Note:  Venus.  PD)),,
6/18/2010,cincinnati,oh,us,circle,5 minutes,Two bright round crafts darting around in the clear night sky.,,
6/18/2010,thunder bay (canada),on,ca,light,5 minutes,pulsating light,,
6/18/2010,north attleboro,ma,us,circle,3 hours,strange light&#44 stat. in the sky&#44 Blinking from different sides&#44 fading in and out.  ((NUFORC Note:  Possibly Venus.  Not a UFO.  PD)),,
6/19/2010,bluff city,ar,us,circle,60 seconds,Bright circular yellowish orange light moved closer and then flew up and away&#33,,
6/19/2010,vancouver (canada),bc,ca,light,10 minutes,Two objects just hovering&#44 one over the rocky mountains the other high above the city. Glowing spheres Movements are quick north to sou,,
6/19/2010,shippensburg,pa,us,light,5 minutes,6/19/2013  Shippensburg  PA&#44  Light 5 mintues   Bright light dims in and out with vast amount of planes in area.,,
6/19/2010,springfield,oh,us,changing,about  one minute,I just seen a UFO with a circular laser type light above it&#33,,
6/19/2010,plano,tx,us,oval,2 minutes,UFO in mid-day over Plano&#44 TX.,,
6/19/2010,el paso,tx,us,teardrop,15 min,4 UFO&#39s  hovered and moved side to side&#44 up and down and glowed. not like any man made object&#44 and dissapeared into thin air,,
6/19/2010,essex (canada),on,ca,unknown,5 min,I went outside with a coffee. I took a drink of coffee&#44 lit a smoke&#44 then looked directly overhead. it was exactly 8:52 pm the sun wa,,
6/19/2010,plymouth,nh,us,cigar,2 minutes,silent&#44 bright blinking light&#44 slow moving&#44 close to the tree tops,,
6/19/2010,pottsville,pa,us,fireball,30 seconds,Fire Ball not seen more then 2 people,,
6/19/2010,arlington,tx,us,light,10 minutes,Bright Electric Blue Light in Arlington Texas Moving Very Fast in a Short Distance,,
6/19/2010,darien,il,us,unknown,1.3,5 orage lit objects acending out of our orbit in formation much like the shuttle.,,
6/19/2010,watertown,ny,us,other,5 minutes,At roughly 23:50 my mother&#44 my younger sister&#44 and I witnessed &#8220;star like&#8221; objects moving above the clouds. I had stepped out on our ba,,
6/19/2010,laguna niguel,ca,us,unknown,2 minutes,UFO sighted over Laguna Niguel&#44 moving in circles and up and down erraticly. No sound.,,
6/20/2010,pebble beach (u. s. open tournament),ca,us,circle,10 seconds,Strange object flies on and off screen during US OPEN interview with Phil Michaelson,,
6/20/2010,blue island,il,us,circle,5 minutes,the alien craft was black and disk shaped and it traveled so fast it literally disappeared and appeared to great distances.,,
6/20/2010,rockford,il,us,circle,3-4 minutes,Circular&#44 barely any light&#44 huge&#44 white-silver tinge&#44 made no sound.,,
6/20/2010,rockford,il,us,circle,5 minutes,We were walking at 2:35ish AM and my wife spotted this white no more of a shopping bag color ciruclar round shape in the sky&#44 it was be,,
6/20/2010,arlington (viewing from),tx,us,light,30 plus minutes,Large bright star looking object moving slowly toward the northwest at 4AM,,
6/20/2010,essex (canada),on,ca,sphere,2 min,I m a contactee so i feel these guys before they come.  ((NUFORC Note:  Photos not of a genuine UFO&#44 we believe.  PD)),,
6/20/2010,anniston,al,us,oval,10 min,the smoothest moveing object ever memorizing sliver off white color once i set my eyes focous on it i couldnt do anything but look then,,
6/20/2010,napa,ca,us,sphere,5 min.,Small hovering bright light seen in the evening sky.,,
6/20/2010,scranton,pa,us,triangle,six minutes,Huge football stadium sized craft. Transparent but edges were clearly lit up. Moved soundlessly and very slowly through the night skies,,
6/20/2010,fond du lac,wi,us,fireball,5 minutes,orange ball with sparkling rays omitting out of it moving across the sky,,
6/20/2010,winder,ga,us,unknown,0,unusual clould path in barrow county georgia,,
6/20/2010,lafayette,in,us,fireball,3 seconds,Bright white light flew across sky and immidiately went straight up making a J shape and disapeared,,
6/20/2010,freedom,wi,us,rectangle,5 min,Low flying rectangular craft with changing color panels of light seen in the country on a back road.,,
6/21/2010,new york city (brooklyn),ny,us,light,5 seconds,Two roundish lights sporadic movement,,
6/21/2010,charleston,wv,us,unknown,20 seconds,Craft moving gracefully but with unusual speed&#44 and very quiet&#44 shining multi-colored lights wildly.,,
6/21/2010,glendale,ca,us,cone,15 seconds,Metallic cone shaped disc flying near 2 freeway in Glendale&#44 CA,,
6/21/2010,carlsbad,ca,us,other,approx.  10 min,Saw 2 chem-trails  flying over SD Co. going 2 different directions for approx 7-10 mins before...disappearing&#33&#33&#33,,
6/21/2010,petaluma,ca,us,sphere,10 seconds,Two moving spheres over Petaluma and the bay area.,,
6/21/2010,trenton,nj,us,triangle,30 minutes,green lights moving at high speed over trenton new jersey.,,
6/22/2010,benton,ar,us,cylinder,1 minute,Cylinder shaped UFO with lights hovering above tree line in Benton&#44 Arkansas.,,
6/22/2010,fairborn,oh,us,circle,1-2 minutes,V shape of orange lites in the sky,,
6/22/2010,east bridgewater,ma,us,fireball,7 mins,UFO fireball seen over Wayside Farm in East Bridgewater,,
6/22/2010,prescott,az,us,light,30 minutes,Sequential Orange Lights in Prescott&#44 AZ.  ((NUFORC Note:  Possible contrails&#44 illuminated by the setting sun?  PD)),,
6/22/2010,siesta key,fl,us,circle,15 minutes,Big orange and yellow circle floating over the Gulf of Mexico seen from Siesta Key Beach.,,
6/23/2010,rosebud,sd,us,circle,2 min,strange orange glow,,
6/23/2010,ogden,ut,us,light,1/2 hour,Light in Utah sky moving erratically.,,
6/23/2010,cashion,az,us,oval,10 minutes,slanted oval. stationary for about 2 minutes. disappeared then reappeared 2 seconds later. gone in 5 mins. as diminishing turned blue,,
6/23/2010,tampa,fl,us,rectangle,5 minutes,I was driving at about 6:20 pm&#44 bright daylight&#44 in late rush hour when I saw a large&#44 gray&#44 rectangular shape floating low in the sky,,
6/23/2010,kendall park,nj,us,oval,2 minutes,I looked to the right of my backyard and saw a oval shaped object in the sky,,
6/23/2010,olympia,wa,us,sphere,5 min,Saw UFO&#44s in olympia WA,,
6/23/2010,newberg,or,us,light,5 minutes,Bright red dot that resembled a star&#44 but moved and then faded away.,,
6/23/2010,vashon,wa,us,diamond,90 minutes,Silent diamond shapes with 6 or 7 yellow or brilliant white lights giving them their sense of shape over Puget Sound&#44 WA,,
6/23/2010,chappaqua,ny,us,sphere,2 mins,I large sphere separating into 5 smaller ones,,
6/24/2010,souderton,pa,us,sphere,5 seconds,Extremely bright blue circle,,
6/24/2010,benton,me,us,circle,5 seconds,As I was sitting in my car I notice out of the corner of my eye a very large bright white light that seemed to be moving very fast acro,,
6/24/2010,seattle,wa,us,light,1 hr,Looked like a star but it rotated and signaled other white beams of light and just hanged there. ((NUFORC Note:  Twinkling stars?  PD)),,
6/24/2010,essex (canada),on,ca,sphere,30 sec,Saw UFO&#44 photographed UFO  ((NUFORC Note:  Photos not of a genuine UFO&#44 we believe.  One of four reports from same source.  PD)),,
6/24/2010,eatontown,nj,us,fireball,2 seconds,Bright&#44 very brief streak of light on Rt 18 North Near Eatontown.  ((NUFORC Note:  Possible meteor??  PD)),,
6/24/2010,redding,ca,us,light,5 minutes,Low flying ball of bright light - gliding across the sky.  ((NUFORC Note:  Sighting of International Space Station.  PD)),,
6/24/2010,monkton,md,us,fireball,5 seconds,Green fireball to the North,,
6/24/2010,temple,pa,us,light,5 seconds,Strange quick moving light spotted over Temple&#44 PA,,
6/24/2010,fort loudon,pa,us,fireball,2 to 3 seconds,Green Fireball Sighted Over Franklin County PA,,
6/24/2010,waukee,ia,us,light,120seconds,Bright Zig-Zagging Light over Des Moines&#44 6/24/10,,
6/24/2010,jefferson,nc,us,light,1 minute,Bright star-like orb moving in sky.,,
6/24/2010,tumwater,wa,us,light,4 minutes,Venus-sized object transversing sky at wrong time to be iridium flare,,
6/24/2010,johns island,sc,us,light,5 seconds,UFO sighting then fades away slowly over Johns Island,,
6/25/2010,dade city,fl,us,teardrop,a few seconds,White-Green&#44 Teardrop shaped light falling from the sky at approx 12:20 am in Dade City&#44 FL.  ((NUFORC Note:  Meteor??  PD)),,
6/25/2010,las vegas,nv,us,flash,10 sec,Disc shaped object fashing red light in s spinning motion like 10 flashes per sec.,,
6/25/2010,holiday,fl,us,other,3 minutes,An exploding star up in the sky over West central Florida.,,
6/25/2010,palmdale,ca,us,light,3 minutes,white lights moving towards Mojave&#44 Northern direction. No marker lights visiable with binoculars.,,
6/25/2010,new albany,in,us,light,back porch,5 red lights moving across the sky,,
6/25/2010,bowling green,ky,us,disk,five minutes,Flying disk-shaped object seen traveling in a straight line,,
6/25/2010,everett,wa,us,light,5 minutes,Red Glowing Light viewed in Western Washington,,
6/25/2010,oxford,oh,us,fireball,5 minutes,Strange little fireball during International Space Station overpass,,
6/25/2010,granger,in,us,light,1 minute,Bright red light over Granger&#44 IN,,
6/25/2010,colchester,ct,us,light,2 minutes,Light beam appeared in vehicle from undetermined source.,,
6/25/2010,milford,ma,us,triangle,40 seconds,Triangle type craf with lights over Milford,,
6/25/2010,pittsburgh,pa,us,disk,aprox 2min,Medium sized circular object moving in a circular fashion while flashing vigorously.,,
6/25/2010,utica,ny,us,light,about one minute,Fast  moving light seen from passenger jet over upstate NY,,
6/25/2010,bellingham,wa,us,light,1 min,Bright white light&#44 Flying w to e. no change in direction no red or green lights no sound.&#44 very fast&#44 very low&#44 bright. if i was to sa,,
6/26/2010,greenville,in,us,other,3 min.,3 spoke UFO&#44 blue and white lights&#44 muted jet sound heard when floating directly overhead,,
6/26/2010,greenville,in,us,other,3 min.,Three spoke shaped craft with white lights in center and at spoke ends&#44 blue lights between white ones,,
6/26/2010,new albany,in,us,triangle,2 minutes,Clear sky&#44 full moon (behind me) three spoke object&#44 blue and white lights&#44 white changed intensity&#44&#44 soft jet sound,,
6/26/2010,scranton,pa,us,fireball,2-3 minutes,Giant ball of fire in the sky.,,
6/26/2010,appleton,wi,us,circle,5 min,A circular object from the sky fell to the ground with a loud wooshing sound.,,
6/26/2010,delta,mo,us,light,a couple minutes,Just a little after 5:00&#44 I was riding my four-wheeler down my yard to the barn to feed the horses and get ready for my rodeo. I looked,,
6/26/2010,ozark,ar,us,unknown,5 minutes,We observed a rapidly moving light in the morning that was only outshone by the moon and sun.,,
6/26/2010,the colony,tx,us,disk,getting ready for soccer,One disc-shaped object flying South over Dallas then followed an aircraft West.,,
6/26/2010,republic,mo,us,light,10 min,Light in sky moving in different directions changing colors.,,
6/26/2010,decatur,il,us,rectangle,2 seconds,((HOAX??))  small and white,,
6/26/2010,batavia,il,us,sphere,5 min,Orb sited under cloud&#44disappears&#44 then a minute later see it falling out of the sky like a metorite&#44 jet chasing it.,,
6/26/2010,batavia,il,us,sphere,5 min,UFO CRASH OVER BATAVIA>,,
6/26/2010,batavia,il,us,sphere,5 minutes,sphere in sky.,,
6/26/2010,carlsbad,ca,us,disk,3 seconds,Shinny golden matalic disk/sauser shaped object seen for 2-3 secs....then disappeared&#33,,
6/26/2010,san diego,ca,us,oval,several minutes,June 26 San Diego north county 5 lights,,
6/26/2010,schuyler,va,us,other,30 sec,Shooting star like object&#44 that changes direction,,
6/26/2010,ballwin,mo,us,light,3 minutes,A low altitude slow moving extremely bright light.,,
6/26/2010,elysburg,pa,us,flash,>10 min,Several flashing blueish lights in a row&#44  lights remained for several minutes and were witnessed by many people,,
6/26/2010,cornelius,nc,us,fireball,10 minutes,Red fireballs moving slowly overhead then disappearing in Cornelius&#44 North Carolina.,,
6/26/2010,lake orion,mi,us,oval,90 seconds,Balloon shaped clear bubble with what appeared to be fire inside moving over the lake,,
6/26/2010,sikeston,mo,us,unknown,the last hour. still goin,Four lights all moving in their own circle meeting at the same point&#44 sikeston missouri,,
6/26/2010,st. joseph,mo,us,sphere,20 seconds,Three orange spheres float across sky,,
6/26/2010,seattle,wa,us,light,2 minutes,Strange orange light hovering in the sky seen during ISS visible overflight.,,
6/26/2010,saint john (canada),nb,ca,sphere,4 minutes,Strange sphere passing through night sky,,
6/26/2010,pine ridge,sd,us,light,1 hour,Pine Ridge&#44 South Dakota - Bright Orange Light&#44 June&#44 26th&#44 2010,,
6/27/2010,basingstoke (uk/england),,gb,fireball,40seconds,bright red fireball flew across the sky at high speed,,
6/27/2010,hat creek,ca,us,diamond,10-15 seconds,Two sightings of the same object  within 22 hours of each other in Northern California,,
6/27/2010,summerville,sc,us,triangle,5 minutes,Charleston Area UFO June 27&#44 2010.,,
6/27/2010,zionsville,in,us,changing,15 minutes,30 red balls seen twice,,
